"Year","Intent","Sex","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2022","Undetermined","Males","Minnesota","--","2,871,216","--","--","--"
"2022","Undetermined","Males","Mississippi","15**","1,428,776","1.05**","1.03**","417"
"2022","Undetermined","Males","Missouri","16**","3,054,821","0.52**","0.55**","470"
"2022","Undetermined","Males","Montana","--","569,846","--","--","--"
"2022","Undetermined","Males","Nebraska","--","990,672","--","--","--"
"2022","Undetermined","Males","Nevada","--","1,603,852","--","--","--"
"2022","Undetermined","Males","New Mexico","--","1,053,151","--","--","--"
"2022","Undetermined","Males","New York","--","9,626,210","--","--","--"
"2022","Undetermined","Males","North Carolina","--","5,239,829","--","--","--"
"2022","Undetermined","Males","Ohio","--","5,809,684","--","--","--"
"2022","Undetermined","Males","Oklahoma","--","2,004,482","--","--","--"
"2022","Undetermined","Males","Pennsylvania","14**","6,405,343","0.22**","0.21**","233"
"2022","Undetermined","Males","Rhode Island","0**","536,995","0.00**","0.00**","--"
"2022","Undetermined","Males","South Carolina","14**","2,572,119","0.54**","0.59**","450"
"2022","Undetermined","Males","South Dakota","--","462,723","--","--","--"
"2022","Undetermined","Males","Tennessee","13**","3,462,358","0.38**","0.38**","443"
"2022","Undetermined","Males","Texas","29","15,019,450","0.19","0.18","1,064"
"2022","Undetermined","Males","Utah","--","1,716,831","--","--","--"
"2022","Undetermined","Males","Vermont","--","322,025","--","--","--"
"2022","Undetermined","Males","Virginia","15**","4,299,114","0.35**","0.34**","458"
"2022","Undetermined","Males","Washington","--","3,928,342","--","--","--"
"2022","Undetermined","Males","West Virginia","--","886,306","--","--","--"
"2022","Undetermined","Males","Wisconsin","--","2,955,306","--","--","--"
"2022","Undetermined","Males","Wyoming","0**","297,954","0.00**","0.00**","--"
"2022","Undetermined","Females","Alabama","--","2,606,936","--","--","--"
"2022","Undetermined","Females","Alaska","--","347,636","--","--","--"
"2022","Undetermined","Females","Arizona","--","3,680,163","--","--","--"
"2022","Undetermined","Females","Arkansas","--","1,540,160","--","--","--"
"2022","Undetermined","Females","California","--","19,494,326","--","--","--"
"2022","Undetermined","Females","Colorado","--","2,875,382","--","--","--"
"2022","Undetermined","Females","Connecticut","--","1,849,951","--","--","--"
"2022","Undetermined","Females","Florida","--","11,299,397","--","--","--"
"2022","Undetermined","Females","Georgia","--","5,582,224","--","--","--"
"2022","Undetermined","Females","Hawaii","0**","715,485","0.00**","0.00**","--"
"2022","Undetermined","Females","Idaho","--","961,894","--","--","--"
"2022","Undetermined","Females","Illinois","--","6,353,298","--","--","--"
"2022","Undetermined","Females","Indiana","--","3,437,549","--","--","--"
"2022","Undetermined","Females","Iowa","--","1,593,780","--","--","--"
"2022","Undetermined","Females","Kansas","--","1,461,695","--","--","--"
"2022","Undetermined","Females","Kentucky","--","2,271,801","--","--","--"
"2022","Undetermined","Females","Louisiana","--","2,342,871","--","--","--"
"2022","Undetermined","Females","Michigan","--","5,051,569","--","--","--"
"2022","Undetermined","Females","Minnesota","--","2,845,968","--","--","--"
"2022","Undetermined","Females","Mississippi","--","1,511,281","--","--","--"
"2022","Undetermined","Females","Missouri","--","3,123,136","--","--","--"
"2022","Undetermined","Females","Nevada","--","1,573,920","--","--","--"
"2022","Undetermined","Females","New Hampshire","0**","697,422","0.00**","0.00**","--"
"2022","Undetermined","Females","New Mexico","--","1,060,193","--","--","--"
"2022","Undetermined","Females","New York","--","10,050,941","--","--","--"
"2022","Undetermined","Females","North Carolina","--","5,459,144","--","--","--"
"2022","Undetermined","Females","Ohio","--","5,946,374","--","--","--"
"2022","Undetermined","Females","Oklahoma","--","2,015,318","--","--","--"
"2022","Undetermined","Females","Pennsylvania","--","6,566,665","--","--","--"
"2022","Undetermined","Females","Rhode Island","0**","556,739","0.00**","0.00**","--"
"2022","Undetermined","Females","South Carolina","--","2,710,515","--","--","--"
"2022","Undetermined","Females","Tennessee","--","3,588,981","--","--","--"
"2022","Undetermined","Females","Texas","12**","15,010,122","0.08**","0.08**","429"
"2022","Undetermined","Females","Utah","--","1,663,969","--","--","--"
"2022","Undetermined","Females","Vermont","0**","325,039","0.00**","0.00**","--"
"2022","Undetermined","Females","Virginia","--","4,384,505","--","--","--"
"2022","Undetermined","Females","Washington","--","3,857,444","--","--","--"
"2022","Undetermined","Females","Wisconsin","--","2,937,233","--","--","--"
"2022","Undetermined","Females","Wyoming","0**","283,427","0.00**","0.00**","--"
"2021","Unintentional","Males","Alabama","14**","2,456,486","0.57**","0.58**","405"
"2021","Unintentional","Males","Alaska","--","386,669","--","--","--"
"2021","Unintentional","Males","Arizona","--","3,634,640","--","--","--"
"2021","Unintentional","Males","Arkansas","10**","1,497,307","0.67**","0.70**","367"
"2021","Unintentional","Males","California","30","19,606,947","0.15","0.16","823"
"2021","Unintentional","Males","Colorado","--","2,950,111","--","--","--"
"2021","Unintentional","Males","Connecticut","--","1,775,106","--","--","--"
"2021","Unintentional","Males","Florida","16**","10,740,240","0.15**","0.16**","511"
"2021","Unintentional","Males","Georgia","23","5,270,607","0.44","0.44","863"
"2021","Unintentional","Males","Hawaii","--","729,664","--","--","--"
"2021","Unintentional","Males","Idaho","--","959,021","--","--","--"
"2021","Unintentional","Males","Illinois","14**","6,282,788","0.22**","0.22**","497"
"2021","Unintentional","Males","Indiana","14**","3,385,808","0.41**","0.44**","501"
"2021","Unintentional","Males","Iowa","--","1,605,219","--","--","--"
"2021","Unintentional","Males","Kansas","--","1,476,378","--","--","--"
"2021","Unintentional","Males","Kentucky","24","2,236,962","1.07","1.13","734"
"2021","Unintentional","Males","Louisiana","23","2,267,863","1.01","1.02","897"
"2021","Unintentional","Males","Maine","--","679,613","--","--","--"
"2021","Unintentional","Males","Michigan","--","4,985,697","--","--","--"
"2021","Unintentional","Males","Minnesota","--","2,868,505","--","--","--"
"2021","Unintentional","Males","Mississippi","18**","1,434,980","1.25**","1.25**","688"
"2021","Unintentional","Males","Missouri","23","3,051,417","0.75","0.80","713"
"2021","Unintentional","Males","Montana","--","561,704","--","--","--"
"2021","Unintentional","Males","Nebraska","--","988,840","--","--","--"
"2021","Unintentional","Males","Nevada","--","1,589,220","--","--","--"
"2021","Unintentional","Males","New Hampshire","--","693,826","--","--","--"
"2021","Unintentional","Males","New Mexico","--","1,054,939","--","--","--"
"2021","Unintentional","Males","New York","--","9,719,571","--","--","--"
"2021","Unintentional","Males","North Carolina","38","5,178,342","0.73","0.71","1,085"
"2021","Unintentional","Males","North Dakota","--","400,055","--","--","--"
"2021","Unintentional","Males","Ohio","20**","5,814,093","0.34**","0.38**","752"
"2021","Unintentional","Males","Oklahoma","10**","1,991,837","0.50**","0.51**","345"
"2021","Unintentional","Males","Oregon","--","2,126,917","--","--","--"
"2021","Unintentional","Males","Pennsylvania","23","6,424,780","0.36","0.35","648"
"2021","Unintentional","Males","Rhode Island","0**","538,698","0.00**","0.00**","--"
"2021","Unintentional","Males","South Carolina","19**","2,531,346","0.75**","0.71**","578"
"2021","Unintentional","Males","Tennessee","11**","3,421,969","0.32**","0.35**","373"
"2021","Unintentional","Males","Texas","41","14,788,972","0.28","0.27","1,130"
"2021","Unintentional","Males","Utah","--","1,694,223","--","--","--"
"2021","Unintentional","Males","Vermont","0**","322,137","0.00**","0.00**","--"
"2021","Unintentional","Males","Virginia","11**","4,288,493","0.26**","0.27**","399"
"2021","Unintentional","Males","Washington","--","3,908,288","--","--","--"
"2021","Unintentional","Males","West Virginia","--","892,126","--","--","--"
"2021","Unintentional","Males","Wisconsin","--","2,949,080","--","--","--"
"2021","Unintentional","Males","Wyoming","--","296,906","--","--","--"
"2021","Unintentional","Females","Alabama","--","2,593,360","--","--","--"
"2021","Unintentional","Females","Alaska","0**","347,513","0.00**","0.00**","--"
"2021","Unintentional","Females","Arizona","--","3,630,237","--","--","--"
"2021","Unintentional","Females","Arkansas","--","1,530,815","--","--","--"
"2021","Unintentional","Females","California","--","19,536,044","--","--","--"
"2021","Unintentional","Females","Florida","--","11,087,829","--","--","--"
"2021","Unintentional","Females","Georgia","--","5,517,422","--","--","--"
"2021","Unintentional","Females","Illinois","--","6,403,681","--","--","--"
"2021","Unintentional","Females","Indiana","--","3,427,724","--","--","--"
"2021","Unintentional","Females","Iowa","--","1,592,470","--","--","--"
"2021","Unintentional","Females","Kansas","--","1,461,544","--","--","--"
"2021","Unintentional","Females","Kentucky","--","2,269,627","--","--","--"
"2021","Unintentional","Females","Louisiana","--","2,359,235","--","--","--"
"2021","Unintentional","Females","Michigan","--","5,051,807","--","--","--"
"2021","Unintentional","Females","Mississippi","--","1,514,606","--","--","--"
"2021","Unintentional","Females","Missouri","--","3,118,406","--","--","--"
"2021","Unintentional","Females","Nevada","--","1,557,182","--","--","--"
"2021","Unintentional","Females","New Mexico","--","1,061,738","--","--","--"
"2021","Unintentional","Females","New York","--","10,137,921","--","--","--"
"2021","Unintentional","Females","North Carolina","--","5,387,543","--","--","--"
"2021","Unintentional","Females","Ohio","--","5,950,249","--","--","--"
"2021","Unintentional","Females","Oklahoma","--","1,999,388","--","--","--"
"2021","Unintentional","Females","Oregon","--","2,129,384","--","--","--"
"2021","Unintentional","Females","Pennsylvania","--","6,587,279","--","--","--"
"2021","Unintentional","Females","South Carolina","--","2,661,920","--","--","--"
"2021","Unintentional","Females","South Dakota","0**","440,197","0.00**","0.00**","--"
"2021","Unintentional","Females","Texas","12**","14,769,892","0.08**","0.08**","364"
"2021","Unintentional","Females","Utah","0**","1,644,890","0.00**","0.00**","--"
"2021","Unintentional","Females","Vermont","0**","324,835","0.00**","0.00**","--"
"2021","Unintentional","Females","Virginia","--","4,368,872","--","--","--"
"2021","Unintentional","Females","Washington","--","3,832,457","--","--","--"
"2021","Unintentional","Females","West Virginia","--","893,400","--","--","--"
"2021","Unintentional","Females","Wisconsin","--","2,931,021","--","--","--"
"2021","Unintentional","Females","Wyoming","--","282,577","--","--","--"
"2021","Homicide","Males","Alabama","554","2,456,486","22.55","23.60","18,121"
"2021","Homicide","Males","Alaska","22","386,669","5.69","5.53","675"
"2021","Homicide","Males","Arizona","357","3,634,640","9.82","10.14","11,607"
"2021","Homicide","Males","Arkansas","233","1,497,307","15.56","15.97","7,593"
"2021","Homicide","Males","California","1,659","19,606,947","8.46","8.35","53,451"
"2021","Homicide","Males","Colorado","213","2,950,111","7.22","7.02","6,753"
"2021","Homicide","Males","Connecticut","99","1,775,106","5.58","5.89","3,518"
"2021","Homicide","Males","Delaware","65","488,461","13.31","14.72","2,332"
"2021","Homicide","Males","District of Columbia","148","319,335","46.35","40.19","4,939"
"2021","Homicide","Males","Florida","944","10,740,240","8.79","9.57","31,402"
"2021","Homicide","Males","Georgia","830","5,270,607","15.75","15.76","27,481"
"2021","Homicide","Males","Hawaii","18**","729,664","2.47**","2.56**","450"
"2021","Homicide","Males","Idaho","21","959,021","2.19","2.28","564"
"2021","Homicide","Males","Illinois","1,140","6,282,788","18.15","18.48","39,585"
"2021","Homicide","Males","Indiana","401","3,385,808","11.84","12.14","13,233"
"2021","Homicide","Males","Iowa","49","1,605,219","3.05","3.33","1,629"
"2021","Homicide","Males","Kansas","115","1,476,378","7.79","8.08","3,755"
"2021","Homicide","Males","Kentucky","300","2,236,962","13.41","13.93","9,681"
"2021","Homicide","Males","Louisiana","686","2,267,863","30.25","31.12","23,800"
"2021","Homicide","Males","Maine","--","679,613","--","--","--"
"2021","Homicide","Males","Maryland","511","3,009,015","16.98","17.82","16,986"
"2021","Homicide","Males","Massachusetts","81","3,423,380","2.37","2.35","2,791"
"2021","Homicide","Males","Michigan","585","4,985,697","11.73","12.32","18,711"
"2021","Homicide","Males","Minnesota","126","2,868,505","4.39","4.66","4,166"
"2021","Homicide","Males","Mississippi","490","1,434,980","34.15","35.54","15,998"
"2021","Homicide","Males","Missouri","506","3,051,417","16.58","17.52","16,251"
"2021","Homicide","Males","Montana","25","561,704","4.45","4.66","754"
"2021","Homicide","Males","Nebraska","36","988,840","3.64","3.68","1,206"
"2021","Homicide","Males","Nevada","169","1,589,220","10.63","10.59","5,109"
"2021","Homicide","Males","New Hampshire","--","693,826","--","--","--"
"2021","Homicide","Males","New Jersey","244","4,568,447","5.34","5.67","8,287"
"2021","Homicide","Males","New Mexico","195","1,054,939","18.48","19.25","5,931"
"2021","Homicide","Males","New York","548","9,719,571","5.64","5.78","18,739"
"2021","Homicide","Males","North Carolina","705","5,178,342","13.61","13.85","23,646"
"2021","Homicide","Males","North Dakota","13**","400,055","3.25**","3.55**","353"
"2021","Homicide","Males","Ohio","713","5,814,093","12.26","12.94","23,900"
"2021","Homicide","Males","Oklahoma","201","1,991,837","10.09","10.33","6,179"
"2021","Homicide","Males","Oregon","121","2,126,917","5.69","5.87","3,737"
"2021","Homicide","Males","Pennsylvania","730","6,424,780","11.36","11.97","25,352"
"2021","Homicide","Males","Rhode Island","23","538,698","4.27","4.18","807"
"2021","Homicide","Males","South Carolina","459","2,531,346","18.13","19.08","15,466"
"2021","Homicide","Males","South Dakota","19**","455,967","4.17**","4.10**","618"
"2021","Homicide","Males","Tennessee","571","3,421,969","16.69","17.43","18,591"
"2021","Homicide","Males","Texas","1,644","14,788,972","11.12","10.89","54,213"
"2021","Homicide","Males","Utah","55","1,694,223","3.25","3.12","1,775"
"2021","Homicide","Males","Vermont","--","322,137","--","--","--"
"2021","Homicide","Males","Virginia","423","4,288,493","9.86","10.04","13,871"
"2021","Homicide","Males","Washington","218","3,908,288","5.58","5.59","6,804"
"2021","Homicide","Males","West Virginia","66","892,126","7.40","7.92","1,726"
"2021","Homicide","Males","Wisconsin","236","2,949,080","8.00","8.50","7,975"
"2021","Homicide","Males","Wyoming","10**","296,906","3.37**","3.51**","258"
"2021","Homicide","Females","Alabama","96","2,593,360","3.70","3.93","2,989"
"2021","Homicide","Females","Alaska","--","347,513","--","--","--"
"2021","Homicide","Females","Arizona","73","3,630,237","2.01","2.11","2,151"
"2021","Homicide","Females","Arkansas","48","1,530,815","3.14","3.39","1,377"
"2021","Homicide","Females","California","202","19,536,044","1.03","1.06","6,186"
"2021","Homicide","Females","Colorado","63","2,861,186","2.20","2.28","1,643"
"2021","Homicide","Females","Connecticut","17**","1,848,249","0.92**","0.90**","488"
"2021","Homicide","Females","Delaware","15**","516,346","2.91**","3.21**","452"
