"Year","Intent","Age Group","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2021","Homicide","55 to 59","Louisiana","27","294,901","9.16","--","228"
"2021","Homicide","55 to 59","Maine","--","103,217","--","--","--"
"2021","Homicide","55 to 59","Maryland","18**","431,268","4.17**","--","149"
"2021","Homicide","55 to 59","Michigan","21","686,093","3.06","--","169"
"2021","Homicide","55 to 59","Minnesota","--","373,943","--","--","--"
"2021","Homicide","55 to 59","Mississippi","13**","188,879","6.88**","--","103"
"2021","Homicide","55 to 59","Missouri","17**","403,868","4.21**","--","132"
"2021","Homicide","55 to 59","Montana","--","69,268","--","--","--"
"2021","Homicide","55 to 59","Nebraska","--","117,787","--","--","--"
"2021","Homicide","55 to 59","Nevada","12**","198,712","6.04**","--","105"
"2021","Homicide","55 to 59","New Jersey","--","654,449","--","--","--"
"2021","Homicide","55 to 59","New Mexico","--","130,100","--","--","--"
"2021","Homicide","55 to 59","New York","11**","1,358,229","0.81**","--","91"
"2021","Homicide","55 to 59","North Carolina","27","693,432","3.89","--","210"
"2021","Homicide","55 to 59","North Dakota","--","44,108","--","--","--"
"2021","Homicide","55 to 59","Ohio","25","778,669","3.21","--","193"
"2021","Homicide","55 to 59","Oklahoma","--","239,037","--","--","--"
"2021","Homicide","55 to 59","Oregon","--","256,538","--","--","--"
"2021","Homicide","55 to 59","Pennsylvania","31","890,592","3.48","--","268"
"2021","Homicide","55 to 59","South Carolina","13**","345,775","3.76**","--","106"
"2021","Homicide","55 to 59","Tennessee","23","460,520","4.99","--","197"
"2021","Homicide","55 to 59","Texas","56","1,700,418","3.29","--","455"
"2021","Homicide","55 to 59","Utah","--","154,493","--","--","--"
"2021","Homicide","55 to 59","Vermont","--","46,440","--","--","--"
"2021","Homicide","55 to 59","Virginia","15**","575,938","2.60**","--","125"
"2021","Homicide","55 to 59","Washington","--","472,839","--","--","--"
"2021","Homicide","55 to 59","West Virginia","--","120,181","--","--","--"
"2021","Homicide","55 to 59","Wisconsin","--","409,174","--","--","--"
"2021","Homicide","60 to 64","Alabama","16**","331,923","4.82**","--","53"
"2021","Homicide","60 to 64","Arizona","10**","440,049","2.27**","--","33"
"2021","Homicide","60 to 64","Arkansas","12**","190,401","6.30**","--","38"
"2021","Homicide","60 to 64","California","41","2,307,189","1.78","--","139"
"2021","Homicide","60 to 64","Colorado","--","350,726","--","--","--"
"2021","Homicide","60 to 64","Delaware","--","72,804","--","--","--"
"2021","Homicide","60 to 64","District of Columbia","--","31,494","--","--","--"
"2021","Homicide","60 to 64","Florida","26","1,468,756","1.77","--","92"
"2021","Homicide","60 to 64","Georgia","28","638,304","4.39","--","87"
"2021","Homicide","60 to 64","Hawaii","--","91,049","--","--","--"
"2021","Homicide","60 to 64","Illinois","15**","815,464","1.84**","--","47"
"2021","Homicide","60 to 64","Indiana","--","434,645","--","--","--"
"2021","Homicide","60 to 64","Iowa","--","209,030","--","--","--"
"2021","Homicide","60 to 64","Kansas","--","184,641","--","--","--"
"2021","Homicide","60 to 64","Kentucky","14**","295,467","4.74**","--","36"
"2021","Homicide","60 to 64","Louisiana","12**","296,619","4.05**","--","37"
"2021","Homicide","60 to 64","Maryland","11**","404,019","2.72**","--","37"
"2021","Homicide","60 to 64","Massachusetts","--","470,784","--","--","--"
"2021","Homicide","60 to 64","Michigan","19**","698,998","2.72**","--","55"
"2021","Homicide","60 to 64","Minnesota","--","378,628","--","--","--"
"2021","Homicide","60 to 64","Mississippi","18**","188,609","9.54**","--","63"
"2021","Homicide","60 to 64","Missouri","18**","413,433","4.35**","--","67"
"2021","Homicide","60 to 64","Montana","--","78,224","--","--","--"
"2021","Homicide","60 to 64","Nebraska","--","121,525","--","--","--"
"2021","Homicide","60 to 64","Nevada","--","191,567","--","--","--"
"2021","Homicide","60 to 64","New Jersey","--","618,013","--","--","--"
"2021","Homicide","60 to 64","New Mexico","--","137,289","--","--","--"
"2021","Homicide","60 to 64","New York","--","1,307,927","--","--","--"
"2021","Homicide","60 to 64","North Carolina","26","670,634","3.88","--","93"
"2021","Homicide","60 to 64","Ohio","17**","802,478","2.12**","--","61"
"2021","Homicide","60 to 64","Oklahoma","--","243,382","--","--","--"
"2021","Homicide","60 to 64","Oregon","--","269,703","--","--","--"
"2021","Homicide","60 to 64","Pennsylvania","--","911,781","--","--","--"
"2021","Homicide","60 to 64","South Carolina","14**","346,126","4.05**","--","48"
"2021","Homicide","60 to 64","Tennessee","19**","447,472","4.25**","--","59"
"2021","Homicide","60 to 64","Texas","53","1,597,128","3.32","--","164"
"2021","Homicide","60 to 64","Utah","--","153,979","--","--","--"
"2021","Homicide","60 to 64","Virginia","--","545,376","--","--","--"
"2021","Homicide","60 to 64","Washington","--","476,258","--","--","--"
"2021","Homicide","60 to 64","West Virginia","--","126,508","--","--","--"
"2021","Homicide","60 to 64","Wisconsin","--","415,926","--","--","--"
"2021","Homicide","65 to 69","Alabama","--","291,134","--","--","--"
"2021","Homicide","65 to 69","Alaska","--","38,047","--","--","--"
"2021","Homicide","65 to 69","Arizona","--","405,498","--","--","--"
"2021","Homicide","65 to 69","Arkansas","--","168,879","--","--","--"
"2021","Homicide","65 to 69","California","19**","1,944,694","0.98**","--","0"
"2021","Homicide","65 to 69","Colorado","--","306,169","--","--","--"
"2021","Homicide","65 to 69","District of Columbia","--","27,467","--","--","--"
"2021","Homicide","65 to 69","Florida","16**","1,339,428","1.20**","--","0"
"2021","Homicide","65 to 69","Georgia","--","535,087","--","--","--"
"2021","Homicide","65 to 69","Hawaii","--","85,988","--","--","--"
"2021","Homicide","65 to 69","Idaho","--","106,523","--","--","--"
"2021","Homicide","65 to 69","Illinois","--","692,025","--","--","--"
"2021","Homicide","65 to 69","Indiana","--","374,926","--","--","--"
"2021","Homicide","65 to 69","Iowa","--","184,149","--","--","--"
"2021","Homicide","65 to 69","Kansas","--","161,744","--","--","--"
"2021","Homicide","65 to 69","Kentucky","--","258,310","--","--","--"
"2021","Homicide","65 to 69","Louisiana","10**","258,504","3.87**","--","0"
"2021","Homicide","65 to 69","Maryland","--","330,833","--","--","--"
"2021","Homicide","65 to 69","Massachusetts","--","396,525","--","--","--"
"2021","Homicide","65 to 69","Michigan","10**","612,163","1.63**","--","0"
"2021","Homicide","65 to 69","Minnesota","--","319,403","--","--","--"
"2021","Homicide","65 to 69","Mississippi","12**","164,519","7.29**","--","0"
"2021","Homicide","65 to 69","Missouri","--","353,155","--","--","--"
"2021","Homicide","65 to 69","Nevada","--","171,778","--","--","--"
"2021","Homicide","65 to 69","New Hampshire","--","91,486","--","--","--"
"2021","Homicide","65 to 69","New Jersey","--","503,092","--","--","--"
"2021","Homicide","65 to 69","New Mexico","--","126,608","--","--","--"
"2021","Homicide","65 to 69","New York","--","1,101,934","--","--","--"
"2021","Homicide","65 to 69","North Carolina","--","589,507","--","--","--"
"2021","Homicide","65 to 69","North Dakota","--","41,470","--","--","--"
"2021","Homicide","65 to 69","Ohio","10**","696,893","1.44**","--","0"
"2021","Homicide","65 to 69","Oklahoma","--","211,358","--","--","--"
"2021","Homicide","65 to 69","Oregon","--","261,695","--","--","--"
"2021","Homicide","65 to 69","Pennsylvania","--","799,054","--","--","--"
"2021","Homicide","65 to 69","Rhode Island","--","65,103","--","--","--"
"2021","Homicide","65 to 69","South Carolina","--","317,072","--","--","--"
"2021","Homicide","65 to 69","South Dakota","--","54,730","--","--","--"
"2021","Homicide","65 to 69","Tennessee","--","391,980","--","--","--"
"2021","Homicide","65 to 69","Texas","18**","1,326,180","1.36**","--","0"
"2021","Homicide","65 to 69","Utah","--","133,543","--","--","--"
"2021","Homicide","65 to 69","Virginia","14**","461,286","3.04**","--","0"
"2021","Homicide","65 to 69","Washington","--","426,776","--","--","--"
"2021","Homicide","65 to 69","Wisconsin","--","358,167","--","--","--"
"2021","Homicide","65 to 69","Wyoming","--","36,730","--","--","--"
"2021","Homicide","70 to 74","Alabama","--","245,537","--","--","--"
"2021","Homicide","70 to 74","Alaska","--","28,037","--","--","--"
"2021","Homicide","70 to 74","Arizona","--","370,966","--","--","--"
"2021","Homicide","70 to 74","Arkansas","--","144,059","--","--","--"
"2021","Homicide","70 to 74","California","--","1,589,015","--","--","--"
"2021","Homicide","70 to 74","Colorado","--","248,517","--","--","--"
"2021","Homicide","70 to 74","Connecticut","--","167,350","--","--","--"
"2021","Homicide","70 to 74","Delaware","--","56,720","--","--","--"
"2021","Homicide","70 to 74","District of Columbia","0**","22,552","0.00**","--","--"
"2021","Homicide","70 to 74","Florida","18**","1,229,358","1.46**","--","0"
"2021","Homicide","70 to 74","Georgia","12**","445,786","2.69**","--","0"
"2021","Homicide","70 to 74","Idaho","--","88,607","--","--","--"
"2021","Homicide","70 to 74","Illinois","--","560,382","--","--","--"
"2021","Homicide","70 to 74","Indiana","11**","303,881","3.62**","--","0"
"2021","Homicide","70 to 74","Kansas","--","129,783","--","--","--"
"2021","Homicide","70 to 74","Kentucky","--","215,919","--","--","--"
"2021","Homicide","70 to 74","Louisiana","--","209,059","--","--","--"
"2021","Homicide","70 to 74","Maryland","--","271,818","--","--","--"
"2021","Homicide","70 to 74","Massachusetts","--","327,577","--","--","--"
"2021","Homicide","70 to 74","Michigan","--","497,733","--","--","--"
"2021","Homicide","70 to 74","Minnesota","--","254,486","--","--","--"
"2021","Homicide","70 to 74","Mississippi","--","136,716","--","--","--"
"2021","Homicide","70 to 74","Missouri","--","290,278","--","--","--"
"2021","Homicide","70 to 74","Nebraska","--","86,342","--","--","--"
"2021","Homicide","70 to 74","Nevada","--","148,715","--","--","--"
"2021","Homicide","70 to 74","New Jersey","--","409,449","--","--","--"
"2021","Homicide","70 to 74","New Mexico","--","110,596","--","--","--"
"2021","Homicide","70 to 74","New York","--","914,171","--","--","--"
"2021","Homicide","70 to 74","North Carolina","--","501,359","--","--","--"
"2021","Homicide","70 to 74","North Dakota","--","31,689","--","--","--"
"2021","Homicide","70 to 74","Ohio","--","574,947","--","--","--"
"2021","Homicide","70 to 74","Oklahoma","--","173,082","--","--","--"
"2021","Homicide","70 to 74","Oregon","--","225,865","--","--","--"
"2021","Homicide","70 to 74","Pennsylvania","--","657,645","--","--","--"
"2021","Homicide","70 to 74","Rhode Island","--","52,454","--","--","--"
"2021","Homicide","70 to 74","South Carolina","--","278,027","--","--","--"
"2021","Homicide","70 to 74","Tennessee","--","330,624","--","--","--"
"2021","Homicide","70 to 74","Texas","11**","1,059,981","1.04**","--","0"
"2021","Homicide","70 to 74","Utah","--","106,504","--","--","--"
"2021","Homicide","70 to 74","Virginia","--","388,440","--","--","--"
"2021","Homicide","70 to 74","Washington","--","352,644","--","--","--"
"2021","Homicide","70 to 74","West Virginia","--","105,874","--","--","--"
"2021","Homicide","70 to 74","Wisconsin","--","287,873","--","--","--"
"2021","Homicide","70 to 74","Wyoming","--","28,867","--","--","--"
"2021","Homicide","75 to 79","Alabama","--","160,176","--","--","--"
"2021","Homicide","75 to 79","California","--","1,048,993","--","--","--"
"2021","Homicide","75 to 79","Connecticut","--","115,236","--","--","--"
"2021","Homicide","75 to 79","Florida","--","889,598","--","--","--"
"2021","Homicide","75 to 79","Georgia","--","285,087","--","--","--"
"2021","Homicide","75 to 79","Hawaii","--","50,636","--","--","--"
"2021","Homicide","75 to 79","Illinois","--","364,036","--","--","--"
"2021","Homicide","75 to 79","Indiana","--","193,296","--","--","--"
"2021","Homicide","75 to 79","Kentucky","--","135,610","--","--","--"
"2021","Homicide","75 to 79","Louisiana","--","131,808","--","--","--"
"2021","Homicide","75 to 79","Maryland","--","178,463","--","--","--"
"2021","Homicide","75 to 79","Massachusetts","--","212,924","--","--","--"
"2021","Homicide","75 to 79","Michigan","--","317,647","--","--","--"
"2021","Homicide","75 to 79","Mississippi","--","86,938","--","--","--"
"2021","Homicide","75 to 79","Nebraska","--","53,856","--","--","--"
"2021","Homicide","75 to 79","Nevada","--","97,705","--","--","--"
"2021","Homicide","75 to 79","New Jersey","--","277,440","--","--","--"
"2021","Homicide","75 to 79","New Mexico","--","70,955","--","--","--"
"2021","Homicide","75 to 79","New York","--","604,163","--","--","--"
"2021","Homicide","75 to 79","North Carolina","--","323,931","--","--","--"
"2021","Homicide","75 to 79","Ohio","--","358,203","--","--","--"
"2021","Homicide","75 to 79","Oklahoma","--","115,318","--","--","--"
"2021","Homicide","75 to 79","South Carolina","--","178,257","--","--","--"
"2021","Homicide","75 to 79","Tennessee","--","213,439","--","--","--"
"2021","Homicide","75 to 79","Texas","--","677,477","--","--","--"
"2021","Homicide","75 to 79","Virginia","--","255,905","--","--","--"
"2021","Homicide","75 to 79","Washington","--","222,795","--","--","--"
"2021","Homicide","75 to 79","West Virginia","--","65,290","--","--","--"
"2021","Homicide","75 to 79","Wisconsin","--","180,558","--","--","--"
"2021","Homicide","80 to 84","Alabama","--","103,093","--","--","--"
"2021","Homicide","80 to 84","Arizona","--","163,602","--","--","--"
"2021","Homicide","80 to 84","California","--","690,670","--","--","--"
"2021","Homicide","80 to 84","Florida","--","597,093","--","--","--"
"2021","Homicide","80 to 84","Illinois","--","242,236","--","--","--"
"2021","Homicide","80 to 84","Iowa","--","67,341","--","--","--"
"2021","Homicide","80 to 84","Louisiana","--","84,984","--","--","--"
"2021","Homicide","80 to 84","Michigan","--","202,795","--","--","--"
"2021","Homicide","80 to 84","Mississippi","--","57,139","--","--","--"
"2021","Homicide","80 to 84","Missouri","--","125,530","--","--","--"
"2021","Homicide","80 to 84","New York","--","407,758","--","--","--"
"2021","Homicide","80 to 84","North Carolina","--","199,259","--","--","--"
"2021","Homicide","80 to 84","Ohio","--","241,303","--","--","--"
"2021","Homicide","80 to 84","Pennsylvania","--","287,331","--","--","--"
"2021","Homicide","80 to 84","South Carolina","--","105,769","--","--","--"
"2021","Homicide","80 to 84","Tennessee","--","133,522","--","--","--"
"2021","Homicide","80 to 84","Texas","--","425,043","--","--","--"
"2021","Homicide","80 to 84","Utah","--","43,257","--","--","--"
"2021","Homicide","80 to 84","Virginia","--","161,462","--","--","--"
"2021","Homicide","80 to 84","Wisconsin","--","119,240","--","--","--"
"2021","Homicide","85+","Alabama","--","92,745","--","--","--"
"2021","Homicide","85+","Arkansas","--","58,707","--","--","--"
"2021","Homicide","85+","California","--","731,696","--","--","--"
"2021","Homicide","85+","Colorado","--","88,936","--","--","--"
"2021","Homicide","85+","Florida","--","593,906","--","--","--"
"2021","Homicide","85+","Georgia","--","152,741","--","--","--"
"2021","Homicide","85+","Hawaii","--","43,020","--","--","--"
"2021","Homicide","85+","Illinois","--","257,285","--","--","--"
"2021","Homicide","85+","Indiana","--","127,523","--","--","--"
"2021","Homicide","85+","Kansas","--","62,144","--","--","--"
"2021","Homicide","85+","Louisiana","--","78,986","--","--","--"
"2021","Homicide","85+","Michigan","--","201,955","--","--","--"
"2021","Homicide","85+","Missouri","--","127,611","--","--","--"
"2021","Homicide","85+","New Jersey","--","197,182","--","--","--"
"2021","Homicide","85+","New York","--","452,521","--","--","--"
"2021","Homicide","85+","North Carolina","--","185,257","--","--","--"
"2021","Homicide","85+","Ohio","--","244,196","--","--","--"
"2021","Homicide","85+","Oregon","--","83,162","--","--","--"
"2021","Homicide","85+","Pennsylvania","--","315,394","--","--","--"
"2021","Homicide","85+","South Carolina","--","91,058","--","--","--"
"2021","Homicide","85+","South Dakota","--","20,271","--","--","--"
"2021","Homicide","85+","Wisconsin","--","123,858","--","--","--"
