"Year","Age Group","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2020","55 to 59","New Mexico","26","135,335","19.21","--","209"
"2020","55 to 59","New York","49","1,391,397","3.52","--","387"
"2020","55 to 59","North Carolina","111","698,473","15.89","--","891"
"2020","55 to 59","North Dakota","--","46,417","--","--","--"
"2020","55 to 59","Ohio","94","803,550","11.70","--","748"
"2020","55 to 59","Oklahoma","59","246,956","23.89","--","482"
"2020","55 to 59","Oregon","49","263,677","18.58","--","404"
"2020","55 to 59","Pennsylvania","122","915,119","13.33","--","962"
"2020","55 to 59","Rhode Island","--","79,265","--","--","--"
"2020","55 to 59","South Carolina","61","347,504","17.55","--","485"
"2020","55 to 59","South Dakota","--","57,289","--","--","--"
"2020","55 to 59","Tennessee","86","465,549","18.47","--","696"
"2020","55 to 59","Texas","228","1,715,845","13.29","--","1,843"
"2020","55 to 59","Utah","27","156,337","17.27","--","203"
"2020","55 to 59","Vermont","--","48,100","--","--","--"
"2020","55 to 59","Virginia","74","587,474","12.60","--","581"
"2020","55 to 59","Washington","62","486,152","12.75","--","497"
"2020","55 to 59","West Virginia","23","123,497","18.62","--","189"
"2020","55 to 59","Wisconsin","48","421,652","11.38","--","355"
"2020","55 to 59","Wyoming","12**","36,746","32.66**","--","100"
"2020","60 to 64","Alabama","59","329,933","17.88","--","186"
"2020","60 to 64","Alaska","--","44,883","--","--","--"
"2020","60 to 64","Arizona","64","430,608","14.86","--","174"
"2020","60 to 64","Arkansas","34","188,276","18.06","--","106"
"2020","60 to 64","California","174","2,298,280","7.57","--","515"
"2020","60 to 64","Colorado","45","348,645","12.91","--","139"
"2020","60 to 64","Connecticut","18**","252,759","7.12**","--","46"
"2020","60 to 64","Delaware","--","70,641","--","--","--"
"2020","60 to 64","District of Columbia","--","32,113","--","--","--"
"2020","60 to 64","Florida","185","1,431,566","12.92","--","566"
"2020","60 to 64","Georgia","77","627,919","12.26","--","245"
"2020","60 to 64","Hawaii","--","91,685","--","--","--"
"2020","60 to 64","Idaho","22","112,041","19.64","--","73"
"2020","60 to 64","Illinois","62","815,983","7.60","--","189"
"2020","60 to 64","Indiana","51","431,598","11.82","--","166"
"2020","60 to 64","Iowa","17**","207,481","8.19**","--","52"
"2020","60 to 64","Kansas","23","184,012","12.50","--","63"
"2020","60 to 64","Kentucky","51","294,248","17.33","--","152"
"2020","60 to 64","Louisiana","42","297,321","14.13","--","127"
"2020","60 to 64","Maine","13**","107,455","12.10**","--","36"
"2020","60 to 64","Maryland","29","399,233","7.26","--","80"
"2020","60 to 64","Massachusetts","14**","465,983","3.00**","--","35"
"2020","60 to 64","Michigan","85","697,626","12.18","--","293"
"2020","60 to 64","Minnesota","33","373,637","8.83","--","106"
"2020","60 to 64","Mississippi","34","187,865","18.10","--","91"
"2020","60 to 64","Missouri","71","408,391","17.39","--","220"
"2020","60 to 64","Montana","21","77,601","27.06","--","57"
"2020","60 to 64","Nebraska","14**","120,786","11.59**","--","47"
"2020","60 to 64","Nevada","30","188,323","15.93","--","93"
"2020","60 to 64","New Hampshire","13**","107,054","12.14**","--","35"
"2020","60 to 64","New Jersey","19**","611,428","3.11**","--","64"
"2020","60 to 64","New Mexico","24","136,822","17.54","--","76"
"2020","60 to 64","New York","55","1,304,347","4.22","--","159"
"2020","60 to 64","North Carolina","87","658,451","13.21","--","241"
"2020","60 to 64","North Dakota","--","47,571","--","--","--"
"2020","60 to 64","Ohio","93","802,711","11.59","--","266"
"2020","60 to 64","Oklahoma","57","240,874","23.66","--","192"
"2020","60 to 64","Oregon","35","271,012","12.92","--","114"
"2020","60 to 64","Pennsylvania","96","911,235","10.54","--","323"
"2020","60 to 64","Rhode Island","--","75,817","--","--","--"
"2020","60 to 64","South Carolina","61","338,776","18.01","--","197"
"2020","60 to 64","South Dakota","--","59,379","--","--","--"
"2020","60 to 64","Tennessee","92","441,849","20.82","--","272"
"2020","60 to 64","Texas","209","1,570,749","13.31","--","637"
"2020","60 to 64","Utah","15**","150,777","9.95**","--","43"
"2020","60 to 64","Vermont","--","49,284","--","--","--"
"2020","60 to 64","Virginia","60","539,087","11.13","--","199"
"2020","60 to 64","Washington","65","474,660","13.69","--","204"
"2020","60 to 64","West Virginia","19**","127,920","14.85**","--","59"
"2020","60 to 64","Wisconsin","47","409,837","11.47","--","150"
"2020","60 to 64","Wyoming","--","40,122","--","--","--"
"2020","65 to 69","Alabama","46","286,006","16.08","--","0"
"2020","65 to 69","Alaska","10**","37,227","26.86**","--","0"
"2020","65 to 69","Arizona","67","396,859","16.88","--","0"
"2020","65 to 69","Arkansas","22","166,232","13.24","--","0"
"2020","65 to 69","California","161","1,911,519","8.42","--","0"
"2020","65 to 69","Colorado","47","300,052","15.66","--","0"
"2020","65 to 69","Connecticut","--","201,515","--","--","--"
"2020","65 to 69","Delaware","--","64,203","--","--","--"
"2020","65 to 69","District of Columbia","--","27,494","--","--","--"
"2020","65 to 69","Florida","169","1,308,870","12.91","--","0"
"2020","65 to 69","Georgia","68","522,808","13.01","--","0"
"2020","65 to 69","Hawaii","--","85,178","--","--","--"
"2020","65 to 69","Idaho","12**","102,389","11.72**","--","0"
"2020","65 to 69","Illinois","41","681,087","6.02","--","0"
"2020","65 to 69","Indiana","40","367,434","10.89","--","0"
"2020","65 to 69","Iowa","19**","181,420","10.47**","--","0"
"2020","65 to 69","Kansas","18**","158,429","11.36**","--","0"
"2020","65 to 69","Kentucky","48","254,784","18.84","--","0"
"2020","65 to 69","Louisiana","31","254,196","12.20","--","0"
"2020","65 to 69","Maine","--","96,595","--","--","--"
"2020","65 to 69","Maryland","32","324,301","9.87","--","0"
"2020","65 to 69","Massachusetts","14**","388,241","3.61**","--","0"
"2020","65 to 69","Michigan","59","600,767","9.82","--","0"
"2020","65 to 69","Minnesota","34","312,446","10.88","--","0"
"2020","65 to 69","Mississippi","27","162,374","16.63","--","0"
"2020","65 to 69","Missouri","41","345,818","11.86","--","0"
"2020","65 to 69","Montana","18**","72,256","24.91**","--","0"
"2020","65 to 69","Nebraska","--","104,330","--","--","--"
"2020","65 to 69","Nevada","31","167,732","18.48","--","0"
"2020","65 to 69","New Hampshire","--","88,320","--","--","--"
"2020","65 to 69","New Jersey","15**","490,156","3.06**","--","0"
"2020","65 to 69","New Mexico","22","125,243","17.57","--","0"
"2020","65 to 69","New York","41","1,082,838","3.79","--","0"
"2020","65 to 69","North Carolina","58","576,299","10.06","--","0"
"2020","65 to 69","North Dakota","--","40,441","--","--","--"
"2020","65 to 69","Ohio","77","684,776","11.25","--","0"
"2020","65 to 69","Oklahoma","39","207,297","18.81","--","0"
"2020","65 to 69","Oregon","43","260,129","16.53","--","0"
"2020","65 to 69","Pennsylvania","80","783,774","10.21","--","0"
"2020","65 to 69","Rhode Island","--","63,073","--","--","--"
"2020","65 to 69","South Carolina","44","310,245","14.18","--","0"
"2020","65 to 69","South Dakota","--","53,442","--","--","--"
"2020","65 to 69","Tennessee","54","383,553","14.08","--","0"
"2020","65 to 69","Texas","156","1,288,649","12.11","--","0"
"2020","65 to 69","Utah","16**","128,887","12.41**","--","0"
"2020","65 to 69","Vermont","--","44,125","--","--","--"
"2020","65 to 69","Virginia","48","451,505","10.63","--","0"
"2020","65 to 69","Washington","36","418,945","8.59","--","0"
"2020","65 to 69","West Virginia","22","119,022","18.48","--","0"
"2020","65 to 69","Wisconsin","33","350,743","9.41","--","0"
"2020","65 to 69","Wyoming","--","35,619","--","--","--"
"2020","70 to 74","Alabama","48","236,378","20.31","--","0"
"2020","70 to 74","Alaska","--","26,117","--","--","--"
"2020","70 to 74","Arizona","46","355,601","12.94","--","0"
"2020","70 to 74","Arkansas","22","139,180","15.81","--","0"
"2020","70 to 74","California","137","1,528,831","8.96","--","0"
"2020","70 to 74","Colorado","40","234,290","17.07","--","0"
"2020","70 to 74","Connecticut","12**","160,946","7.46**","--","0"
"2020","70 to 74","Delaware","--","53,695","--","--","--"
"2020","70 to 74","District of Columbia","--","21,728","--","--","--"
"2020","70 to 74","Florida","127","1,182,366","10.74","--","0"
"2020","70 to 74","Georgia","66","427,060","15.46","--","0"
"2020","70 to 74","Hawaii","--","73,032","--","--","--"
"2020","70 to 74","Idaho","14**","82,710","16.93**","--","0"
"2020","70 to 74","Illinois","35","535,591","6.54","--","0"
"2020","70 to 74","Indiana","43","288,830","14.89","--","0"
"2020","70 to 74","Iowa","15**","141,051","10.63**","--","0"
"2020","70 to 74","Kansas","25","122,636","20.39","--","0"
"2020","70 to 74","Kentucky","31","206,411","15.02","--","0"
"2020","70 to 74","Louisiana","31","199,545","15.54","--","0"
"2020","70 to 74","Maine","13**","79,060","16.44**","--","0"
"2020","70 to 74","Maryland","28","260,202","10.76","--","0"
"2020","70 to 74","Massachusetts","--","312,943","--","--","--"
"2020","70 to 74","Michigan","48","472,097","10.17","--","0"
"2020","70 to 74","Minnesota","22","238,950","9.21","--","0"
"2020","70 to 74","Mississippi","19**","131,569","14.44**","--","0"
"2020","70 to 74","Missouri","32","277,048","11.55","--","0"
"2020","70 to 74","Montana","12**","56,923","21.08**","--","0"
"2020","70 to 74","Nebraska","--","81,141","--","--","--"
"2020","70 to 74","Nevada","36","142,964","25.18","--","0"
"2020","70 to 74","New Hampshire","--","70,433","--","--","--"
"2020","70 to 74","New Jersey","20**","394,238","5.07**","--","0"
"2020","70 to 74","New Mexico","19**","105,596","17.99**","--","0"
"2020","70 to 74","New York","42","877,365","4.79","--","0"
"2020","70 to 74","North Carolina","59","478,927","12.32","--","0"
"2020","70 to 74","North Dakota","--","29,831","--","--","--"
"2020","70 to 74","Ohio","55","546,929","10.06","--","0"
"2020","70 to 74","Oklahoma","24","166,374","14.43","--","0"
"2020","70 to 74","Oregon","43","213,675","20.12","--","0"
"2020","70 to 74","Pennsylvania","64","626,882","10.21","--","0"
"2020","70 to 74","Rhode Island","0**","49,965","0.00**","--","--"
"2020","70 to 74","South Carolina","37","265,196","13.95","--","0"
"2020","70 to 74","South Dakota","--","39,188","--","--","--"
"2020","70 to 74","Tennessee","58","317,204","18.29","--","0"
"2020","70 to 74","Texas","126","1,010,421","12.47","--","0"
"2020","70 to 74","Utah","12**","99,696","12.04**","--","0"
"2020","70 to 74","Vermont","--","35,416","--","--","--"
"2020","70 to 74","Virginia","46","372,474","12.35","--","0"
"2020","70 to 74","Washington","29","334,318","8.67","--","0"
"2020","70 to 74","West Virginia","15**","101,308","14.81**","--","0"
"2020","70 to 74","Wisconsin","36","270,560","13.31","--","0"
"2020","70 to 74","Wyoming","--","27,074","--","--","--"
"2020","75 to 79","Alabama","38","158,085","24.04","--","0"
"2020","75 to 79","Alaska","--","15,370","--","--","--"
"2020","75 to 79","Arizona","60","249,073","24.09","--","0"
"2020","75 to 79","Arkansas","26","96,057","27.07","--","0"
"2020","75 to 79","California","94","1,018,362","9.23","--","0"
"2020","75 to 79","Colorado","35","143,831","24.33","--","0"
"2020","75 to 79","Connecticut","--","111,877","--","--","--"
"2020","75 to 79","Delaware","--","35,465","--","--","--"
"2020","75 to 79","District of Columbia","--","14,483","--","--","--"
"2020","75 to 79","Florida","135","865,747","15.59","--","0"
"2020","75 to 79","Georgia","45","276,646","16.27","--","0"
"2020","75 to 79","Hawaii","--","47,944","--","--","--"
"2020","75 to 79","Idaho","14**","54,403","25.73**","--","0"
"2020","75 to 79","Illinois","27","358,514","7.53","--","0"
"2020","75 to 79","Indiana","35","191,055","18.32","--","0"
"2020","75 to 79","Iowa","23","93,889","24.50","--","0"
"2020","75 to 79","Kansas","11**","81,306","13.53**","--","0"
"2020","75 to 79","Kentucky","30","133,799","22.42","--","0"
"2020","75 to 79","Louisiana","23","130,002","17.69","--","0"
"2020","75 to 79","Maine","--","51,130","--","--","--"
"2020","75 to 79","Maryland","14**","173,639","8.06**","--","0"
"2020","75 to 79","Massachusetts","--","206,682","--","--","--"
"2020","75 to 79","Michigan","54","312,649","17.27","--","0"
"2020","75 to 79","Minnesota","21","159,283","13.18","--","0"
"2020","75 to 79","Mississippi","16**","86,289","18.54**","--","0"
"2020","75 to 79","Missouri","36","188,945","19.05","--","0"
"2020","75 to 79","Montana","--","36,310","--","--","--"
"2020","75 to 79","Nebraska","11**","52,967","20.77**","--","0"
"2020","75 to 79","Nevada","24","94,348","25.44","--","0"
"2020","75 to 79","New Hampshire","--","44,639","--","--","--"
"2020","75 to 79","New Jersey","10**","270,064","3.70**","--","0"
"2020","75 to 79","New Mexico","14**","68,766","20.36**","--","0"
"2020","75 to 79","New York","20**","590,114","3.39**","--","0"
"2020","75 to 79","North Carolina","58","314,224","18.46","--","0"
"2020","75 to 79","North Dakota","--","19,997","--","--","--"
"2020","75 to 79","Ohio","46","354,480","12.98","--","0"
"2020","75 to 79","Oklahoma","34","114,655","29.65","--","0"
"2020","75 to 79","Oregon","34","136,820","24.85","--","0"
"2020","75 to 79","Pennsylvania","61","420,394","14.51","--","0"
"2020","75 to 79","Rhode Island","--","33,362","--","--","--"
"2020","75 to 79","South Carolina","26","172,495","15.07","--","0"
"2020","75 to 79","South Dakota","--","24,354","--","--","--"
"2020","75 to 79","Tennessee","46","209,743","21.93","--","0"
"2020","75 to 79","Texas","113","658,783","17.15","--","0"
"2020","75 to 79","Utah","--","66,361","--","--","--"
"2020","75 to 79","Vermont","--","22,865","--","--","--"
"2020","75 to 79","Virginia","41","249,346","16.44","--","0"
"2020","75 to 79","Washington","35","214,279","16.33","--","0"
"2020","75 to 79","West Virginia","23","64,834","35.48","--","0"
"2020","75 to 79","Wisconsin","24","177,190","13.55","--","0"
"2020","75 to 79","Wyoming","--","17,034","--","--","--"
"2020","80 to 84","Alabama","26","102,234","25.43","--","0"
"2020","80 to 84","Alaska","--","8,224","--","--","--"
"2020","80 to 84","Arizona","42","157,424","26.68","--","0"
"2020","80 to 84","Arkansas","15**","62,117","24.15**","--","0"
"2020","80 to 84","California","98","678,034","14.45","--","0"
"2020","80 to 84","Colorado","21","88,688","23.68","--","0"
"2020","80 to 84","Connecticut","--","70,999","--","--","--"
"2020","80 to 84","Delaware","--","21,351","--","--","--"
"2020","80 to 84","District of Columbia","0**","9,661","0.00**","--","--"
"2020","80 to 84","Florida","107","578,857","18.49","--","0"
"2020","80 to 84","Georgia","37","168,176","22.00","--","0"
"2020","80 to 84","Hawaii","--","30,303","--","--","--"
"2020","80 to 84","Idaho","13**","33,506","38.80**","--","0"
"2020","80 to 84","Illinois","32","238,801","13.40","--","0"
"2020","80 to 84","Indiana","26","125,561","20.71","--","0"
"2020","80 to 84","Iowa","11**","67,330","16.34**","--","0"
"2020","80 to 84","Kansas","--","55,009","--","--","--"
"2020","80 to 84","Kentucky","24","85,983","27.91","--","0"
"2020","80 to 84","Louisiana","16**","84,042","19.04**","--","0"
"2020","80 to 84","Maine","--","32,304","--","--","--"
"2020","80 to 84","Maryland","14**","110,227","12.70**","--","0"
"2020","80 to 84","Massachusetts","--","133,955","--","--","--"
"2020","80 to 84","Michigan","28","198,753","14.09","--","0"
"2020","80 to 84","Minnesota","--","107,890","--","--","--"
"2020","80 to 84","Mississippi","13**","57,066","22.78**","--","0"
"2020","80 to 84","Missouri","27","123,938","21.79","--","0"
"2020","80 to 84","Montana","11**","22,944","47.94**","--","0"
"2020","80 to 84","Nebraska","--","36,982","--","--","--"
"2020","80 to 84","Nevada","15**","55,576","26.99**","--","0"
"2020","80 to 84","New Hampshire","--","27,249","--","--","--"
"2020","80 to 84","New Jersey","11**","178,831","6.15**","--","0"
"2020","80 to 84","New Mexico","21","43,964","47.77","--","0"
"2020","80 to 84","New York","22","400,423","5.49","--","0"
"2020","80 to 84","North Carolina","34","194,999","17.44","--","0"
"2020","80 to 84","North Dakota","--","14,565","--","--","--"
"2020","80 to 84","Ohio","45","239,327","18.80","--","0"
"2020","80 to 84","Oklahoma","20**","74,867","26.71**","--","0"
"2020","80 to 84","Oregon","14**","82,735","16.92**","--","0"
"2020","80 to 84","Pennsylvania","43","284,297","15.13","--","0"
"2020","80 to 84","Rhode Island","--","21,849","--","--","--"
"2020","80 to 84","South Carolina","22","101,915","21.59","--","0"
