"Notes","Year","Year Code","Leading Cancer Sites","Leading Cancer Sites Code","States","States Code",Count,Population,Crude Rate
,"2006","2006","Breast","26000","District of Columbia","11",447,301322,148.3
,"2006","2006","Breast","26000","Florida","12",13556,9280080,146.1
,"2006","2006","Breast","26000","Georgia","13",5538,4670606,118.6
,"2006","2006","Breast","26000","Hawaii","15",836,652351,128.2
,"2006","2006","Breast","26000","Idaho","16",933,732104,127.4
,"2006","2006","Breast","26000","Illinois","17",8905,6440022,138.3
,"2006","2006","Breast","26000","Indiana","18",4219,3218203,131.1
,"2006","2006","Breast","26000","Iowa","19",2186,1511124,144.7
,"2006","2006","Breast","26000","Kansas","20",2031,1394092,145.7
,"2006","2006","Breast","26000","Kentucky","21",3044,2149096,141.6
,"2006","2006","Breast","26000","Louisiana","22",2777,2204072,126.0
,"2006","2006","Breast","26000","Maine","23",1110,676157,164.2
,"2006","2006","Breast","26000","Maryland","24",3841,2907963,132.1
,"2006","2006","Breast","26000","Massachusetts","25",5044,3311185,152.3
,"2006","2006","Breast","26000","Michigan","26",7072,5106621,138.5
,"2006","2006","Breast","26000","Minnesota","27",3540,2600951,136.1
,"2006","2006","Breast","26000","Mississippi","28",1742,1496313,116.4
,"2006","2006","Breast","26000","Missouri","29",4155,2987563,139.1
,"2006","2006","Breast","26000","Montana","30",703,475341,147.9
,"2006","2006","Breast","26000","Nebraska","31",1304,894687,145.7
,"2006","2006","Breast","26000","Nevada","32",1462,1243993,117.5
,"2006","2006","Breast","26000","New Hampshire","33",1028,662773,155.1
,"2006","2006","Breast","26000","New Jersey","34",6584,4448099,148.0
,"2006","2006","Breast","26000","New Mexico","35",1173,993969,118.0
,"2006","2006","Breast","26000","New York","36",14317,9871401,145.0
,"2006","2006","Breast","26000","North Carolina","37",6476,4563152,141.9
,"2006","2006","Breast","26000","North Dakota","38",483,322583,149.7
,"2006","2006","Breast","26000","Ohio","39",8206,5883067,139.5
,"2006","2006","Breast","26000","Oklahoma","40",2492,1818693,137.0
,"2006","2006","Breast","26000","Oregon","41",2846,1853117,153.6
,"2006","2006","Breast","26000","Pennsylvania","42",9933,6429312,154.5
,"2006","2006","Breast","26000","Rhode Island","44",856,550134,155.6
,"2006","2006","Breast","26000","South Carolina","45",3128,2237655,139.8
,"2006","2006","Breast","26000","South Dakota","46",513,392420,130.7
,"2006","2006","Breast","26000","Tennessee","47",4232,3121455,135.6
,"2006","2006","Breast","26000","Texas","48",13014,11771243,110.6
